image_name,mode,expected_object,predicted_object,object_match,expected_position,predicted_position,position_match,expected_distance,predicted_distance,distance_match,expected_obstacle,predicted_distance_for_obstacle,obstacle_match,quality,final_description
indoor_004.webp,depth_only,tumpukan barang,,False,kanan,,True,dekat,sedang,False,yes,sedang,False,2.0,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_004.webp,gemma_depth,tumpukan barang,Pakaian dan barang,False,kanan,kanan,True,dekat,sedang,False,yes,sedang,False,2.0,"Ruangan ini tampak sebagai area penyimpanan dengan dinding berwarna krem. Terdapat tumpukan pakaian, jaket, dan tas yang menutupi sebagian besar area depan kanan. Berdasarkan estimasi kedalaman, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_005.webp,gemma_only,kulkas,Kulkas/Peralatan besar,True,kanan,kanan,True,sedang,,,no,,,5.0,"Ini adalah lorong indoor sempit dengan area utilitas di bagian belakang. Terdapat kulkas besar di sisi kanan, serta beberapa rak penyimpanan yang terlihat."
indoor_005.webp,depth_only,kulkas,,False,kanan,,True,sedang,sedang,True,no,sedang,True,4.0,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_005.webp,gemma_depth,kulkas,Kulkas,True,kanan,tengah,True,sedang,sedang,True,no,sedang,True,5.0,"Ini adalah area dapur indoor yang tampak sempit. Terdapat kulkas besar sebagai objek utama, dengan beberapa botol dan peralatan terlihat di atasnya. Berdasarkan estimasi kedalaman, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_006.webp,gemma_only,galon air,Kompor gas,False,kiri,tengah,False,sangat_dekat,,,yes,,,1.667,"Area dapur terlihat sibuk dengan kompor gas yang sedang digunakan. Terdapat beberapa botol dan kotak di lantai, sehingga perlu diperhatikan potensi hambatan saat bergerak."
indoor_006.webp,depth_only,galon air,,False,kiri,,True,sangat_dekat,sedang,False,yes,sedang,False,2.0,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_006.webp,gemma_depth,galon air,Kompor gas listrik,False,kiri,tengah,True,sangat_dekat,sedang,False,yes,sedang,False,2.0,"Area ini adalah dapur dengan kompor listrik diletakkan di atas meja keramik bermotif. Terdapat beberapa objek, termasuk botol air besar, dan tumpukan kotak di lantai yang kemungkinan menjadi hambatan. Berdasarkan estimasi kedalaman, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_007.webp,gemma_only,kantong belanja,area kamar mandi/dapur kecil,False,kanan,tengah,True,dekat,,,yes,,,3.333,"Area ini memiliki ubin dinding dan wastafel di sisi kiri. Sebuah pintu terlihat di sebelah kanan, dengan karpet merah diletakkan di depannya."
indoor_007.webp,depth_only,kantong belanja,,False,kanan,,True,dekat,sedang,False,yes,sedang,False,2.0,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_007.webp,gemma_depth,kantong belanja,Kamar Mandi,False,kanan,tengah,True,dekat,sedang,False,yes,sedang,False,2.0,"Area ini tampak seperti kamar mandi dengan dinding keramik bermotif. Di sisi kiri terdapat wastafel, sementara di kanan terlihat area bilik shower. Berdasarkan estimasi kedalaman, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_008.webp,gemma_only,ember,Bak mandi abu-abu,False,kiri,depan,False,dekat,,,yes,,,1.667,Ini adalah area kamar mandi yang dilapisi ubin. Bak mandi besar berwarna abu-abu terlihat menempati bagian depan ruangan.
indoor_008.webp,depth_only,ember,,False,kiri,,True,dekat,sedang,False,yes,sedang,False,2.0,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_008.webp,gemma_depth,ember,Bak mandi besar,False,kiri,kiri,True,dekat,sedang,False,yes,sedang,False,2.0,"Ini adalah area indoor yang tampak seperti kamar mandi dengan dinding keramik putih. Sebuah bak mandi abu-abu terlihat di sudut kiri bawah, dan terdapat pintu kayu di sisi kanan. Berdasarkan estimasi kedalaman, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_009.webp,gemma_only,ember,Kamar Mandi,False,kiri,tengah,False,dekat,,,yes,,,1.667,"Terlihat kamar mandi dengan dinding keramik putih dan lantai berpola. Terdapat toilet, wastafel, serta bak mandi besar berwarna abu-abu yang menempati area depan."
indoor_009.webp,depth_only,ember,,False,kiri,,False,dekat,jauh,False,yes,jauh,False,1.0,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif jauh. Area bawah-kanan tidak menunjukkan potensi halangan visual yang kuat karena masih berada pada kategori kedalaman relatif jauh. Area tengah tampak relatif lebih lapang."
indoor_009.webp,gemma_depth,ember,Toilet,True,kiri,kanan,False,dekat,jauh,False,yes,jauh,False,2.0,"Ini adalah ruangan kamar mandi dengan ubin putih dan pola geometris pada lantai. Terdapat ember besar di area depan yang mungkin menjadi hambatan. Berdasarkan estimasi kedalaman, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak jauh. Area bawah-kanan tidak menunjukkan potensi halangan visual yang kuat karena masih berada pada kategori jarak jauh. Area tengah tampak relatif lebih lapang."
indoor_010.webp,gemma_only,wastafel,wastafel,True,tengah,tengah,True,dekat,,,yes,,,5.0,"Area dapur ini memiliki dinding keramik bermotif dengan wastafel di bagian tengah. Beberapa panci logam terlihat menempati ruang di atas area kerja, berpotensi menghalangi akses."
indoor_010.webp,depth_only,wastafel,,False,tengah,,False,dekat,sedang,False,yes,sedang,False,1.0,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_010.webp,gemma_depth,wastafel,Wastafel dapur,True,tengah,tengah,True,dekat,sedang,False,yes,sedang,False,3.0,"Area ini adalah area dapur dengan ubin bermotif. Wastafel berada di bagian depan, dikelilingi oleh berbagai peralatan masak yang terlihat di permukaan meja. Berdasarkan estimasi kedalaman, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_011.webp,gemma_only,galon air,Area Dapur/Kompor,False,kanan,kanan,True,dekat,,,yes,,,3.333,Terlihat ruangan indoor dengan dinding polos dan lantai keramik putih. Di sisi kanan terdapat area memasak yang dilengkapi kompor gas dan beberapa persediaan.
indoor_011.webp,depth_only,galon air,,False,kanan,,False,dekat,sedang,False,yes,sedang,False,1.0,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_011.webp,gemma_depth,galon air,Area Dapur,False,kanan,kanan,True,dekat,sedang,False,yes,sedang,False,2.0,"Terlihat sudut dapur dengan ubin bermotif pada dinding. Di sisi kanan terdapat kompor, wastafel, serta sebuah botol air besar yang tampak diletakkan dekat area tersebut. Berdasarkan estimasi kedalaman, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_012.webp,gemma_only,magic com,Perangkat elektronik bayi/monitor,False,kiri,kiri,True,dekat,,,yes,,,3.333,Terlihat sebuah perangkat elektronik diletakkan di atas kursi dekat dinding. Area ini tampak seperti lorong dengan pintu kayu yang terlihat di kejauhan.
indoor_012.webp,depth_only,magic com,,False,kiri,,True,dekat,sedang,False,yes,sedang,False,2.0,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_012.webp,gemma_depth,magic com,Alat Suara Bayi,False,kiri,kiri,True,dekat,sedang,False,yes,sedang,False,2.0,"Ruangan ini tampak seperti lorong indoor dengan lantai keramik. Di sisi kiri, terlihat alat suara bayi diletakkan dekat lemari yang memiliki kain dan buku di atasnya. Berdasarkan estimasi kedalaman, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_013.webp,gemma_only,pintu,Pintu kayu cokelat,True,tengah,tengah,True,jauh,,,no,,,5.0,"Ruangan ini memiliki lantai keramik dan didominasi oleh pintu kayu berwarna cokelat yang terletak di tengah. Di sisi kiri terlihat tirai hijau, sementara area di sekitarnya tampak bersih."
indoor_013.webp,depth_only,pintu,,False,tengah,,False,jauh,jauh,True,no,jauh,True,3.0,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif jauh. Area bawah-kanan tidak menunjukkan potensi halangan visual yang kuat karena masih berada pada kategori kedalaman relatif jauh. Area kiri tampak relatif lebih lapang."
indoor_013.webp,gemma_depth,pintu,Pintu kayu cokelat,True,tengah,tengah,True,jauh,jauh,True,no,jauh,True,5.0,"Ruangan ini memiliki lantai keramik putih dan dinding berwarna terang. Di sisi kiri, tampak tirai hijau di samping pintu kayu cokelat. Berdasarkan estimasi kedalaman, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak jauh. Area bawah-kanan tidak menunjukkan potensi halangan visual yang kuat karena masih berada pada kategori jarak jauh. Area kiri tampak relatif lebih lapang."
indoor_014.webp,gemma_only,bantal lantai,bangku berlapis,False,kiri,tengah,False,dekat,,,yes,,,1.667,Terlihat sebuah bangku dengan beberapa barang diletakkan di atasnya. Terdapat potensi hambatan berupa tas dan sampah yang tersebar di area depan dekat kaki bangku.
indoor_014.webp,depth_only,bantal lantai,,False,kiri,,True,dekat,sedang,False,yes,sedang,False,2.0,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_014.webp,gemma_depth,bantal lantai,bench/sofa kecil,False,kiri,tengah,True,dekat,sedang,False,yes,sedang,False,2.0,"Tampak sebuah area dengan bench dan kipas angin yang digunakan untuk penyimpanan atau istirahat. Terdapat beberapa tas dan gundukan pakaian yang tersebar, kemungkinan menjadi hambatan pergerakan. Berdasarkan estimasi kedalaman, bagian tengah-kiri merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_015.webp,gemma_only,koper,Koper hitam besar,True,kiri,kiri,True,sedang,,,no,,,5.0,"Terlihat area indoor dengan lantai keramik dan tirai hijau di sisi kanan. Di sisi kiri terdapat koper besar, sementara di dekat dinding terlihat tumpukan sepatu."
indoor_015.webp,depth_only,koper,,False,kiri,,True,sedang,sedang,True,no,sedang,True,4.0,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_015.webp,gemma_depth,koper,Koper hitam,True,kiri,kiri,True,sedang,sedang,True,no,sedang,True,5.0,"Ruangan ini memiliki dinding polos dan lantai keramik putih. Di sisi kiri terlihat koper besar, sementara di kanan terdapat tumpukan sepatu dekat tirai hijau. Berdasarkan estimasi kedalaman relatif, bagian tengah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_016.webp,gemma_only,lemari plastik,Lemari pajangan berisi piring dekoratif,False,kanan,kanan,True,dekat,,,yes,,,3.333,"Terlihat sebuah lemari pajangan tinggi di sisi kanan ruangan, dipenuhi berbagai piring bergambar karakter. Di sisi kiri tampak sebagian tempat tidur dengan seprai bermotif."
indoor_016.webp,depth_only,lemari plastik,,False,kanan,,True,dekat,sedang,False,yes,sedang,False,2.0,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_016.webp,gemma_depth,lemari plastik,Rak dekoratif bertingkat,False,kanan,tengah,True,dekat,sedang,False,yes,sedang,False,2.0,"Di sisi kiri terlihat sebagian tempat tidur dengan sarung bermotif. Di tengah, terdapat rak bertingkat berisi gambar karakter kartun berwarna-warni. Berdasarkan estimasi kedalaman, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_017.webp,gemma_only,meja kerja,Meja Kerja Komputer,True,kanan,tengah,False,dekat,,,yes,,,3.333,"Terlihat sebuah area kerja indoor dengan dua monitor komputer yang menampilkan antarmuka pemrograman. Meja tampak cukup sibuk dengan berbagai peralatan, namun secara keseluruhan berfungsi sebagai stasiun kerja."
indoor_017.webp,depth_only,meja kerja,,False,kanan,,True,dekat,sedang,False,yes,sedang,False,2.0,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_017.webp,gemma_depth,meja kerja,Meja kerja dengan monitor komputer,True,kanan,tengah,True,dekat,sedang,False,yes,sedang,False,3.0,"Terlihat sebuah area kerja indoor yang dilengkapi dengan beberapa monitor komputer. Terdapat berbagai perangkat periferal, termasuk keyboard dan peralatan audio, serta dokumen di sisi kiri. Berdasarkan estimasi kedalaman, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_018.webp,gemma_only,kantong belanja,Area Kamar Mandi,False,kanan,tengah,False,dekat,,,yes,,,1.667,"Ruangan ini memiliki dinding keramik bermotif dan lantai yang bersih. Di sisi kiri terlihat wastafel, sementara di area tengah terdapat karpet dan tempat sampah."
indoor_018.webp,depth_only,kantong belanja,,False,kanan,,False,dekat,sedang,False,yes,sedang,False,1.0,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_018.webp,gemma_depth,kantong belanja,wastafel,False,kanan,kiri,False,dekat,sedang,False,yes,sedang,False,1.0,"Area ini tampak seperti kamar mandi dengan dinding berubin. Di lantai terdapat karpet dan tempat sampah, yang mungkin menjadi potensi hambatan. Berdasarkan estimasi kedalaman, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_019.webp,gemma_only,kulkas,Kabinet/Meja Penyimpanan,False,kanan,kanan,True,sedang,,,no,,,3.333,"Area indoor ini menampilkan sebuah kabinet abu-abu besar di sisi kanan. Permukaan kabinet tampak berisi berbagai objek dan tumpukan barang, sehingga menimbulkan potensi hambatan."
indoor_019.webp,depth_only,kulkas,,False,kanan,,True,sedang,sedang,True,no,sedang,True,4.0,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_019.webp,gemma_depth,kulkas,Kabinet penyimpanan abu-abu,False,kanan,kanan,True,sedang,sedang,True,no,sedang,True,4.0,"Area ini tampak seperti ruang penyimpanan dengan lantai keramik. Terdapat berbagai barang, termasuk botol air dan tas belanja, yang diletakkan di atas kabinet. Berdasarkan estimasi kedalaman, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_020.webp,gemma_only,kompor,Kompor gas,True,tengah,tengah,True,dekat,,,yes,,,5.0,Terlihat area dapur dengan kompor gas di atas meja keramik. Beberapa panci dan peralatan masak tampak berada di dekat sumber panas.
indoor_020.webp,depth_only,kompor,,False,tengah,,False,dekat,sedang,False,yes,sedang,False,1.0,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_020.webp,gemma_depth,kompor,Kompor gas,True,tengah,tengah,True,dekat,sedang,False,yes,sedang,False,3.0,"Terlihat sebuah kompor gas diletakkan di atas meja dapur yang dilapisi keramik. Di sekitarnya terdapat berbagai peralatan masak dan botol-botol. Berdasarkan estimasi kedalaman, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_021.webp,gemma_only,wastafel,wastafel,True,kiri,tengah,False,dekat,,,yes,,,3.333,"Area ini tampak seperti kamar mandi dengan dinding berubin motif. Di sisi kanan, terlihat pintu menuju ruangan lain yang terdapat tempat sampah."
indoor_021.webp,depth_only,wastafel,,False,kiri,,True,dekat,dekat,True,yes,dekat,True,4.0,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_021.webp,gemma_depth,wastafel,wastafel,True,kiri,tengah,True,dekat,dekat,True,yes,dekat,True,5.0,"Area ini tampak seperti kamar mandi dengan ubin bermotif. Di bagian depan terlihat wastafel dan perlengkapan kebersihan, sementara di latar belakang terdapat pintu menuju ruangan lain. Berdasarkan estimasi kedalaman, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak dekat. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_022.webp,gemma_only,pintu,Lorong/Koridor,True,kiri,tengah,False,dekat,,,yes,,,3.333,"Terlihat lorong interior yang bersih dengan lantai keramik putih. Di ujung koridor, terdapat pintu kayu berwarna cokelat."
indoor_022.webp,depth_only,pintu,,False,kiri,,True,dekat,sedang,False,yes,sedang,False,2.0,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_022.webp,gemma_depth,pintu,Lorong/Koridor,True,kiri,tengah,True,dekat,sedang,False,yes,sedang,False,3.0,"Tampak sebuah lorong dengan lantai keramik putih yang bersih. Di ujung lorong, terlihat pintu kayu berwarna cokelat yang tertutup. Berdasarkan estimasi kedalaman, bagian tengah-kiri merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_023.webp,gemma_only,pintu,Pintu kayu cokelat besar,True,tengah,kanan,False,jauh,,,no,,,3.333,"Terlihat sebuah ruangan dengan pintu kayu cokelat yang besar mendominasi sisi kanan. Di dinding sebelah kiri, tampak tangga kecil serta sosok yang terlihat melalui bukaan."
indoor_023.webp,depth_only,pintu,,False,tengah,,False,jauh,jauh,True,no,jauh,True,3.0,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif jauh. Area bawah-kiri tidak menunjukkan potensi halangan visual yang kuat karena masih berada pada kategori kedalaman relatif jauh. Area kanan tampak relatif lebih lapang."
indoor_023.webp,gemma_depth,pintu,Pintu kayu cokelat,True,tengah,kanan,False,jauh,jauh,True,no,jauh,True,4.0,"Ruangan ini tampak bersih dengan dominasi pintu kayu besar di sisi kanan. Di dinding sebelah kiri terlihat tangga lipat yang mungkin menjadi potensi hambatan saat bergerak. Berdasarkan estimasi kedalaman, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak jauh. Area bawah-kiri tidak menunjukkan potensi halangan visual yang kuat karena masih berada pada kategori jarak jauh. Area kanan tampak relatif lebih lapang."
