image_name,mode,judge_model,rubric_version,repeat_count,semantic_correctness_mean,spatial_accuracy_mean,groundedness_mean,clarity_mean,overall_mean,overall_stddev,visual_evidence_union,critical_error_union
1 (8391).jpg,depth_only,cx/gpt-5.5,spatial-description-judge-v2-image-aware,3,3.0,2.6666666666666665,3.3333333333333335,4.0,3.0,0.0,"Area depan/lantai bawah tampak cukup terbuka. | Area lantai tengah-kiri relatif kosong. | Area lantai/tengah bawah tampak cukup terbuka. | Bawah-kanan berisi anak tangga/railing dekat kamera. | Label: main_object=tangga, distance=sedang, has_obstacle=no, safer_direction=tengah. | Tangga dominan di tengah-kanan. | Tangga dominan tengah→kanan/bawah-kanan. | Tidak tampak halangan besar di jalur depan. | Tidak tampak halangan jalur besar.",Frasa 'paling dekat' + 'kategori jauh' inkonsisten. | Kategori jarak jauh ≠ label sedang/visual dekat-sedang. | Kontradiksi: paling dekat tetapi kedalaman jauh. | Menyebut kategori kedalaman jauh; label: sedang. | Menyebut kedalaman relatif jauh; label sedang. | Objek utama tangga hilang. | Tengah 'lapang' dilemahkan oleh tangga/railing dominan. | Tidak mengidentifikasi tangga sebagai objek utama.
1 (8466).jpg,depth_only,cx/gpt-5.5,spatial-description-judge-v2-image-aware,3,3.0,4.0,4.0,4.0,4.0,0.0,Area lantai tengah menuju pintu relatif kosong. | Area tengah/lintasan ke pintu tampak terbuka. | Counter/meja kanan-bawah berada di foreground terdekat. | Kabinet dapur dominan di sisi kiri. | Kabinet kayu dominan di kiri. | Meja/konter kanan-bawah paling foreground/dekat. | area tengah menuju doorway kosong/lapang | counter/island kanan-bawah paling foreground | kabinet dominan di kiri,Objek utama kabinet kiri tidak disebut. | Status halangan dilebihkan vs label no obstacle.
1 (8477).jpg,depth_only,cx/gpt-5.5,spatial-description-judge-v2-image-aware,3,3.0,3.3333333333333335,4.0,4.666666666666667,3.3333333333333335,0.4714045207910317,"Area kiri/depan lantai relatif lebih terbuka. | Area tengah berisi meja/kursi → tidak lapang. | Area tengah berisi sofa, meja kopi, meja kayu; tidak sepenuhnya lapang. | Area tengah terisi meja kopi, sofa/kursi; bukan ruang kosong luas. | Furnitur kursi/meja tampak di foreground bawah-kanan, paling dekat kamera. | Karpet kiri/depan relatif kosong → lebih lapang. | Karpet kiri/depan tampak lebih kosong. | Kursi/meja bundar hijau tampak di foreground bawah-kanan, paling besar/dekat. | Kursi/meja tampak di foreground bawah-kanan → dekat.",Menyebut area tengah relatif lapang berlebihan. | Menyebut area tengah relatif lapang padahal terisi furnitur. | Menyebut area tengah relatif lapang; bukti lebih mendukung kiri/depan lapang. | Potensi halangan bawah-kanan bertentangan sebagian dg label has_obstacle=no. | Status halangan bawah-kanan hanya potensial; label pembanding menyatakan tidak ada halangan.
1 (8553).jpg,depth_only,cx/gpt-5.5,spatial-description-judge-v2-image-aware,3,3.0,3.0,3.6666666666666665,4.0,3.0,0.0,"Area tengah tanpa objek penghalang jelas. | Lorong/ruang tengah terbuka, lantai terlihat kosong. | Lorong/ruang terbuka berada di tengah. | Lorong/ruang terbuka di tengah. | Pintu/tepi pintu kiri berada foreground dekat kamera. | Pintu/tepi pintu kiri berada sangat dekat foreground. | Pintu/tepi pintu kiri-kanan dekat kamera. | Tidak tampak objek jelas menghalangi jalur tengah. | Tidak tampak objek penghalang utama di jalur tengah.",Fokus kedalaman dekat bawah-kiri kurang sesuai dgn label distance_category=jauh. | Halangan visual kiri-bawah dilebihkan; tidak ada obstacle nyata menghalangi jalur. | Klaim halangan visual bawah-kiri agak berlebihan vs front area lapang/no obstacle. | Status halangan bawah-kiri tidak kuat; label pembanding: has_obstacle=no. | Tidak menyebut konteks utama: lorong/area tengah sebagai arah aman. | Tidak menyebut lorong/main area tengah.
indoor_001.webp,depth_only,cx/gpt-5.5,spatial-description-judge-v2-image-aware,3,3.6666666666666665,4.0,4.0,4.0,4.0,0.0,"Area tengah berupa jalur lantai relatif kosong dibanding sisi kiri/kanan. | Area tengah lantai lebih kosong sebagai jalur. | Area tengah lantai relatif kosong → jalur lebih lapang. | Kipas angin berdiri di kanan depan/bawah → objek dekat/halangan. | Kipas angin berdiri di kanan-bawah/foreground, paling dekat. | Kipas berdiri di kanan-bawah/depan. | Meja/kursi/kipas di kanan membatasi ruang gerak. | Meja/kursi/kipas sisi kanan membatasi ruang depan. | Sisi kanan berisi meja/kursi/kabel → lebih terhalang.","Kategori kedalaman 'sedang' kurang tepat; bukti/label → dekat. | Kategori kedalaman 'sedang' melemah; bukti/label menunjukkan dekat. | Kedalaman disebut sedang, padahal objek kanan-bawah tampak dekat. | Main object kipas angin tidak disebut. | Tidak mengidentifikasi kipas angin sebagai objek halangan utama."
indoor_002.webp,depth_only,cx/gpt-5.5,spatial-description-judge-v2-image-aware,3,3.0,3.0,4.0,4.0,3.0,0.0,"Area tengah lantai relatif lebih kosong. | Jalur tengah lantai relatif kosong → area lebih lapang. | Kipas angin besar di kanan-bawah foreground → objek terdekat/halangan. | Kipas besar foreground kanan-bawah paling dekat. | Kiri berisi lemari, rak, barang menumpuk. | Kiri berisi lemari, rak, barang → tidak lapang. | Kiri berisi lemari, rak, barang, stroller → tidak lapang. | Lantai tengah relatif kosong → jalur lebih lapang.","Area kiri disebut lapang, visual menunjukkan clutter. | Jarak disebut sedang, bukti menunjukkan dekat. | Kategori jarak 'sedang' bertentangan: visual+label → dekat. | Menyebut kedalaman sedang, padahal dekat. | Menyebut kiri relatif lapang; bukti lebih mendukung tengah. | Open area salah arah: kiri disebut lapang; bukti → tengah."
indoor_003.webp,depth_only,cx/gpt-5.5,spatial-description-judge-v2-image-aware,3,3.0,2.0,3.0,4.0,3.0,0.0,"Area kiri tampak relatif lebih terbuka dibanding kanan menurut label. | Kanan berisi meja+laptop+dinding, tidak lapang. | Kursi di tengah belakang, terhalang meja. | Kursi di tengah-belakang, lebih jauh. | Laptop kanan + dinding/pojok kanan; tidak tampak lapang jelas. | Laptop kiri dekat di bawah-kiri; laptop kanan juga di atas meja kanan. | Laptop kiri-bawah dekat kamera. | Laptop/perangkat di kiri-bawah dekat kamera. | Meja kerja besar memenuhi area bawah-tengah/kanan foreground. | Meja kerja besar memenuhi foreground/bawah-tengah. | Meja kerja dominan di foreground bawah-tengah → dekat, menghalangi depan.","Halangan utama bukan hanya bawah-kiri; meja depan/tengah dominan. | Klaim kanan relatif lapang bertentangan dg citra/label. | Menggeser fokus halangan ke bawah-kiri, bukan meja depan/tengah. | Menyatakan kanan relatif lebih lapang; bukti/anotasi condong kiri. | Menyebut kanan lebih lapang; label: open_area kiri, safer_direction kiri. | Tidak mengidentifikasi halangan utama: meja kerja tengah/depan."
indoor_004.webp,depth_only,cx/gpt-5.5,spatial-description-judge-v2-image-aware,3,4.0,5.0,5.0,4.0,5.0,0.0,"Anotasi: obstacle=yes, posisi=kanan, open_area=kiri | Area depan kanan terhalang barang. | Bawah-kanan: tas/barang sangat dekat kamera. | Jalur lantai kiri relatif kosong | Kanan: kardus, koper, pakaian menumpuk sepanjang dinding. | Kiri lantai relatif kosong → ruang lewat. | Lantai kiri relatif kosong menuju pintu. | Tumpukan tas/kardus/koper di kanan-bawah dekat kamera | Tumpukan tas/koper/kardus di kanan bawah dekat kamera.",
indoor_005.webp,depth_only,cx/gpt-5.5,spatial-description-judge-v2-image-aware,3,3.6666666666666665,3.0,4.0,4.0,3.6666666666666665,0.4714045207910317,"Area tengah sebagian tertutup objek kanan. | Bagian tengah sebagian terhalang kulkas. | Jalur kiri lantai tampak lebih kosong/lapang. | Jalur lantai kiri lebih terbuka menuju dapur. | Koridor sempit; tengah tidak sepenuhnya lapang karena kulkas menjorok. | Kulkas besar di kanan depan/tengah → jalur terhalang. | Kulkas/lemari es gelap di kanan-tengah foreground, dekat kamera. | Lantai kiri relatif kosong → area aman/lapang. | Objek besar gelap/kulkas di kanan depan-tengah, dekat kamera.","Main object tidak diidentifikasi. | Menyebut area tengah relatif lapang; bukti menunjukkan kiri lebih lapang. | Open area salah: kandidat bilang tengah, bukti/label: kiri. | Open area salah: tengah vs kiri."
indoor_006.webp,depth_only,cx/gpt-5.5,spatial-description-judge-v2-image-aware,3,4.0,4.333333333333333,5.0,4.666666666666667,4.333333333333333,0.4714045207910317,"Area depan kiri terhalang. | Area kanan lantai lebih kosong dibanding kiri, meski ada kardus sisi kanan. | Area kanan lantai relatif lebih kosong meski ada kardus. | Bagian depan/bawah-kiri terhalang galon. | Galon air besar di lantai bawah-kiri, sangat dekat kamera. | Galon besar di bawah-kiri, paling dekat kamera. | Lantai kanan-depan relatif kosong/lapang dibanding kiri. | Objek galon besar di kiri-bawah, dekat kamera.",
indoor_007.webp,depth_only,cx/gpt-5.5,spatial-description-judge-v2-image-aware,3,4.0,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,0.4714045207910317,"Area tengah menuju pintu lebih kosong. | Area tengah menuju pintu/toilet lebih kosong. | Area tengah/koridor depan relatif kosong menuju kamar mandi. | Bawah-kanan menutup sebagian jalur/karpet. | Kantong belanja cokelat di bawah-kanan, sangat dekat kamera. | Kantong belanja cokelat di kanan-bawah foreground. | Objek kanan-bawah paling dekat kamera.",
indoor_008.webp,depth_only,cx/gpt-5.5,spatial-description-judge-v2-image-aware,3,2.0,2.0,3.0,4.0,2.0,0.0,"Area kiri terisi ember besar, bukan lapang. | Area kiri terisi rak + ember, bukan lapang. | Bak/ember besar kiri depan dekat. | Ember besar abu-abu di kiri-depan, dekat kamera. | Ember hitam di kanan-depan/tengah-kanan, dekat. | Ember hitam kanan depan dekat. | Ember/bak besar di kiri bawah dekat kamera. | Pintu kanan sangat dekat. | Rak kiri menambah halangan; area kiri tidak lapang. | Tempat sampah hitam di kanan bawah juga dekat.",Klaim area kiri lebih lapang tidak didukung. | Kurang: tidak menyebut ember/bak kiri sebagai halangan utama. | Mengabaikan halangan utama kiri-depan. | Menyebut area kiri relatif lebih lapang padahal terhalang ember besar. | Overclaim: tengah-kanan paling dekat dibanding semua area. | Salah: kiri relatif lapang. | Tidak mengidentifikasi ember kiri sebagai halangan utama sesuai citra/anotasi.
indoor_009.webp,depth_only,cx/gpt-5.5,spatial-description-judge-v2-image-aware,3,2.0,1.0,2.0,3.6666666666666665,2.0,0.0,Area depan bawah berisi objek besar → terhalang. | Area depan lantai terisi ember → terhalang. | Ember besar kiri-bawah dekat kamera. | Ember hitam kanan-bawah dekat kamera. | Ember/tong kanan-bawah dekat kamera. | Lantai tengah relatif kosong. | Tengah dinding kosong; lantai tengah sebagian lapang. | Tengah dinding/lantai relatif kosong.,Kontradiksi: paling dekat tapi kategori jauh. | Mengabaikan halangan utama ember kiri/depan. | Mengabaikan halangan utama kiri-bawah. | Mengabaikan obstacle ember dekat. | Menyebut bawah-kanan kategori jauh padahal dekat. | Menyebut bawah-kanan kategori jauh. | Menyebut bawah-kanan tidak berhalangan kuat padahal ada ember besar. | Menyebut bawah-kanan tidak menunjukkan halangan kuat. | Menyebut kategori kedalaman jauh padahal objek depan dekat. | Menyebut tidak ada halangan kuat padahal ada ember kanan-bawah.
indoor_010.webp,depth_only,cx/gpt-5.5,spatial-description-judge-v2-image-aware,3,3.0,3.0,3.6666666666666665,4.0,3.0,0.0,"Bagian depan meja/wastafel paling dekat secara visual. | Bawah-kanan berisi botol, mangkuk; dekat tapi bukan satu-satunya area terdekat. | Botol, mangkuk biru di kanan meja; dekat kamera. | Kanan bawah ada botol/mangkuk. | Kiri ada rak piring, bukan area kosong. | Kiri bawah ada rak piring penuh; tidak jelas lebih lapang. | Meja/counter menempati area depan/bawah, dekat kamera. | Rak piring memenuhi kiri meja. | Wastafel besar di bagian bawah-tengah/kanan. | Wastafel di tengah-kanan bawah. | Wastafel/counter di area bawah-tengah/kanan, dekat kamera.",Klaim kiri lapang lemah/bertentangan sebagian. | Klaim kiri lapang lemah/keliru. | Klaim kiri lebih lapang lemah/meragukan. | Lokasi halangan terlalu difokuskan ke bawah-kanan. | Tidak mengidentifikasi objek utama: wastafel. | Tidak mengidentifikasi wastafel sebagai halangan/objek utama. | Tidak menyebut wastafel sebagai objek utama.
indoor_011.webp,depth_only,cx/gpt-5.5,spatial-description-judge-v2-image-aware,3,2.0,1.6666666666666667,2.6666666666666665,4.0,2.0,0.0,"Ada sedikit objek tepi kiri bawah, bukan halangan utama. | Area kiri/tengah lantai relatif kosong. | Area kiri/tengah lantai relatif kosong/lapang. | Bawah-kiri hanya tepi kursi/benda kecil, bukan halangan utama. | Galon air besar di kanan bawah-tengah. | Galon air besar di kanan depan/tengah → obstacle dekat. | Galon air besar terlihat kanan-bawah/depan. | Lantai kiri-tengah kosong relatif lapang. | Meja/kompor/peralatan memenuhi sisi kanan. | Tepi bawah-kiri ada sebagian bangku/objek, bukan halangan dominan.","Arah halangan salah: kiri vs kanan. | Arah lapang lebih kiri/tengah, bukan khusus tengah saja. | Arah lapang/aman kiri tidak dinyatakan; tengah disebut lapang. | Open area salah: tengah vs kiri. | Salah lokasi halangan: bawah-kiri vs kanan. | Salah lokasi obstacle utama: kanan → disebut bawah-kiri. | Tidak menyebut galon air sebagai objek utama. | Tidak menyebut galon air utama. | Tidak menyebut galon air."
indoor_012.webp,depth_only,cx/gpt-5.5,spatial-description-judge-v2-image-aware,3,4.0,5.0,5.0,4.0,5.0,0.0,"Kabinet/barang kiri mempersempit jalur depan. | Kabinet/perabot besar di sisi kiri mempersempit jalur depan-kiri. | Kulkas/benda kiri mempersempit jalur depan. | Magic com putih di kiri-bawah foreground. | Magic com putih-biru di kiri bawah sangat dekat kamera. | Magic com putih-biru di kiri-bawah, paling dekat kamera. | Sisi kanan koridor tampak kosong/lapang hingga pintu. | Sisi kanan lorong kosong memanjang. | Sisi kanan lorong kosong relatif lapang.",
indoor_013.webp,depth_only,cx/gpt-5.5,spatial-description-judge-v2-image-aware,3,3.0,3.0,3.3333333333333335,3.6666666666666665,3.0,0.0,"Bawah-kanan memang foreground dekat kamera. | Kanan bawah berupa lantai kosong dekat kamera. | Kiri ada tirai hijau, keset; tidak lebih lapang dari tengah/kanan. | Kiri ada tirai, keset, tepi objek kecil. | Kiri ada tirai, keset; bukan area paling lapang dibanding tengah. | Lantai depan/tengah kosong luas. | Lantai depan/tengah kosong relatif lapang. | Pintu cokelat di tengah belakang. | Pintu cokelat di tengah dinding. | Pintu cokelat di tengah-belakang. | Tidak tampak halangan besar di jalur depan.","Arah lapang seharusnya terutama tengah, bukan kiri. | Arah lapang/aman bergeser ke kiri, bukan tengah. | Bawah-kanan sebagai fokus kedalaman/arah kurang sesuai label aman tengah. | Klaim dekat tapi kategori jauh → ambigu. | Klaim kiri lebih lapang kurang didukung. | Objek utama pintu tengah diabaikan. | Tidak menyebut objek utama: pintu tengah. | Tidak menyebut pintu tengah sebagai objek utama."
indoor_014.webp,depth_only,cx/gpt-5.5,spatial-description-judge-v2-image-aware,3,3.6666666666666665,4.0,4.666666666666667,4.0,4.0,0.0,"Area kanan lantai lebih kosong, jalur lebih lapang. | Area kanan lantai relatif kosong/lapang. | Area lantai kanan relatif kosong/lapang. | Bantal lantai kecil dekat di lantai bawah tengah-kiri. | Bantal lantai/alas kecil di area tengah-kiri depan. | Bantal lantai/alas kecil di lantai depan agak kiri. | Barang menumpuk di kiri: bantal, tas, plastik. | Barang/bench/kantong menumpuk sisi kiri. | Benda lain menumpuk di kiri: kasur/bantal, tas, plastik.",
indoor_015.webp,depth_only,cx/gpt-5.5,spatial-description-judge-v2-image-aware,3,2.0,2.0,3.0,4.0,2.0,0.0,"Kanan bawah masih ada sepatu/rak, tidak paling lapang. | Koper besar dekat di sisi kiri bawah. | Koper besar di kiri bawah/dekat kamera. | Koper besar di kiri dekat kamera/dinding. | Lantai kosong relatif di area tengah depan. | Lantai tengah-depan relatif kosong. | Rak sepatu+sepatu memenuhi tengah-kanan belakang. | Rak/sepatu memenuhi tengah-kanan dekat dinding. | Rak/sepatu memenuhi tengah-kanan sepanjang dinding.","Halangan diposisikan tengah-kiri, bukan jelas kiri/koper. | Kategori kedalaman 'sedang' vs objek dekat. | Kedalaman 'sedang' kurang tepat; objek kiri dekat. | Menyebut area kanan relatif lebih lapang. | Open area salah: kanan disebut lapang, citra menunjukkan tengah lebih lapang. | Salah area lapang: kanan vs tengah. | Salah kategori jarak: sedang vs dekat. | Tidak menyebut koper sebagai halangan utama. | Tidak menyebut koper."
indoor_016.webp,depth_only,cx/gpt-5.5,spatial-description-judge-v2-image-aware,3,4.0,4.0,4.333333333333333,4.333333333333333,4.0,0.0,"Area kiri berisi dinding + sebagian kasur; relatif lebih kosong. | Area kiri berisi kasur rendah; ruang visual lebih terbuka dibanding kanan. | Kiri terlihat lebih terbuka, hanya sebagian kasur bawah-kiri. | Lemari berada dekat kamera, menghalangi area depan kanan. | Lemari dekat kamera, menghalangi area depan-kanan. | Lemari plastik besar di kanan/tengah-kanan. | Lemari plastik besar dominan di kanan/tengah-kanan. | Lemari plastik besar dominan kanan/tengah-kanan. | Objek kanan dekat kamera, menutup area depan.",
indoor_017.webp,depth_only,cx/gpt-5.5,spatial-description-judge-v2-image-aware,3,4.0,4.0,4.666666666666667,4.0,4.0,0.0,"Area kiri berisi troli kecil/clutter, tetapi ruang visual lebih kosong dibanding kanan. | Area kiri lebih kosong: dinding/ruang, hanya troli rendah di bawah kiri. | Kiri atas dominan dinding kosong; kiri bawah ada rak kecil tapi lebih terbuka daripada kanan. | Meja hitam besar mengisi tengah-kanan foreground. | Meja kerja besar memenuhi tengah-kanan/bawah. | Meja kerja hitam memenuhi tengah-kanan foreground. | Monitor, keyboard, mikrofon/arm di kanan-tengah dekat kamera. | Monitor, mic arm, keyboard di kanan → area terhalang. | Monitor, mic, arm stand di kanan/tengah-kanan → halangan visual.",
